0.000025, 0.005000, 10
0.000034, 0.000861, 10
0.000213, 0.017939, 10
0.000487, 0.027416, 10
0.000853, 0.036555, 10
0.001310, 0.045694, 10
0.001858, 0.054833, 10
0.002498, 0.063973, 10
0.003229, 0.073113, 10
0.004051, 0.082253, 10
0.004965, 0.091394, 10
0.005971, 0.100535, 10
0.007067, 0.109677, 10
0.008256, 0.118819, 10
0.009535, 0.127962, 10
0.010906, 0.137105, 10
0.012369, 0.146249, 10
0.013923, 0.155394, 10
0.015568, 0.164540, 10
0.017305, 0.173686, 10
0.019133, 0.182834, 10
0.021053, 0.191982, 10
0.023064, 0.201131, 10
0.025167, 0.210281, 10
0.027362, 0.219433, 10
0.029647, 0.228585, 10
0.032025, 0.237739, 10
0.034494, 0.246893, 10
0.037054, 0.256049, 10
0.039706, 0.265207, 10
0.042450, 0.274365, 10
0.045285, 0.283525, 10
0.048212, 0.292687, 10
0.051231, 0.301850, 10
0.054341, 0.311014, 10
0.057543, 0.320180, 10
0.060836, 0.329348, 10
0.064221, 0.338517, 10
0.067698, 0.347688, 10
0.071267, 0.356861, 10
0.074927, 0.366035, 10
0.078679, 0.375212, 10
0.082523, 0.384390, 10
0.086459, 0.393571, 10
0.090486, 0.402753, 10
0.094606, 0.411937, 10
0.098817, 0.421124, 10
0.103120, 0.430313, 10
0.107515, 0.439504, 10
0.112002, 0.448697, 10
0.116581, 0.457892, 10
0.121252, 0.467090, 10
0.126015, 0.476290, 10
0.130870, 0.485493, 10
0.135817, 0.494698, 10
0.140856, 0.503906, 10
0.145987, 0.513117, 10
0.151210, 0.522330, 10
0.156526, 0.531546, 10
0.161933, 0.540764, 10
0.167433, 0.549986, 10
0.173025, 0.559210, 10
0.178710, 0.568437, 10
0.184486, 0.577667, 10
0.190355, 0.586900, 10
0.196317, 0.596137, 10
0.202370, 0.605376, 10
0.208517, 0.614619, 10
0.214755, 0.623864, 10
0.221086, 0.633114, 10
0.227510, 0.642366, 10
0.234026, 0.651622, 10
0.240635, 0.660881, 10
0.247337, 0.670144, 10
0.254131, 0.679411, 10
0.261017, 0.688681, 10
0.267997, 0.697954, 10
